cik,name
48595,Starwood Hotels & Resorts
48638,Houghton Mifflin Co
48287,Hni Corp
48824,Howell Industries Inc
48732,Centerpoint Energy Houston Electric Llc
48465,Hormel Foods Corp /De/
48848,Howmet Corp /New/
48896,Hre Properties
48948,Hudson General Corp
48681,Household Finance Corp
49029,Hughes Supply Inc
49146,Hunt Corp
49397,Accelerated Technologies Holding Corp.
49401,Saucony Inc
49423,Aquarion Co
49444,Family Room Entertainment Corp
49573,Whitman Corp
49534,Life Partners Holdings Inc
49588,Ich Corp /De/
49615,Id Systems Inc
49648,Idaho Power Co
48898,Hubbell Inc
49789,Illinois Bell Telephone Co
49071,Humana Inc
49792,Illinois Central Railroad Co
49600,Eastgroup Properties Inc
49196,Huntington Bancshares Inc /Md/
49816,Illinois Power Co
49852,Image Systems Corporation
49728,Iec Electronics Corp
49930,Imperial Industries Inc
49899,Imperial Bancorp
49754,"Dine Brands Global, Inc."
49938,Imperial Oil Ltd
50073,Independence Lead Mines Co
49996,Inco Ltd
50172,Indiana Michigan Power Co
49826,Illinois Tool Works Inc
50178,Indiana Bell Telephone Co Inc
50183,Indiana Gas Co Inc
50217,Indianapolis Power & Light Co
50253,Industrial Acoustics Co Inc
50292,Ieh Corp
50420,Infodata Systems Inc
50104,Andeavor Llc
50485,Ingersoll Rand Co
50505,Initio Inc
50587,Innotech Inc
50548,Ispat Inland Inc
50341,Fleetboston Financial Corp
50601,Innovex Inc
50710,"Javelin Pharmaceuticals, Inc"
50716,Instron Corp
50471,"Repositrak, Inc."
50493,Ingles Markets Inc
50859,Wherehouse Dissolution Co
50916,"Rbc Capital Markets, Llc"
50957,"Fbi Wind Down, Inc."
50977,Intek Global Corp
50982,Intercontinental Life Corp
51011,Interdyne Co
51072,Bargo Energy Co
50725,Griffon Corp
51103,International Aluminum Corp
51124,American Banknote Corp
51207,International Dairy Queen Inc
51296,"Navistar, Inc."
51303,Navistar Financial Corp
51387,Softnet Technology Corp.
51396,Mallinckrodt Inc /Mo
51410,International Multifoods Corp
50863,Intel Corp
51467,Ground Round Restaurants Inc
51511,"Mbi Financial, Inc."
51853,Customer Sports Inc
51720,Interstate Power Co
51939,Corus Bankshares Inc
51253,International Flavors & Fragrances Inc
52234,Winmill & Co. Inc
52067,Investment Properties Associates
52268,Investors Finance Inc
51644,"Interpublic Group Of Companies, Inc."
52301,Investors Heritage Life Insurance Co /Ky/
51434,International Paper Co /New/
52466,Ionics Inc
52477,Ibp Inc
52485,Interstate Power & Light Co
52532,Mercury Air Group Inc
52617,Irwin Financial Corp
52741,Iic Industries Inc
52708,Isomet Corp
52428,Ameriprise Certificate Co
51143,International Business Machines Corp
52768,Association For Investment In U S Guaranteed Assets Inc
52813,Bala Cynwyd Corp
52935,International Leisure Hosts Ltd /New/
52969,Jaclyn Inc
52971,Jaco Electronics Inc
53025,Js Stores Inc
53260,Jayark Corp
52795,Anixter International Inc
53117,Fort James Corp
53320,Strategic Internet Investments Inc
52827,Rayonier Inc
53347,Jefferson Pilot Corp
53456,Jersey Central Power & Light Co
52988,Jacobs Solutions Inc.
53453,"Diamond Ranch Foods, Ltd."
53540,Jilco Industries Inc
53500,"New Bastion Development, Inc."
54003,Jorgensen Earle M Co /De/
53678,Audio Communications Network Inc
54050,Jostens Inc
54056,Journal Co
54058,Journal Employees Stock Trust
54175,Advantage Capital Development Corp
54182,Justin Industries Inc
54187,Mays J W Inc
54193,K Tel International Inc
53669,Johnson Controls Inc
54291,Kaiser Aluminum & Chemical Corp
54424,"Omnicanna Health Solutions, Inc."
54441,Furmanite Corp
54476,"Evergy Metro, Inc."
54473,Kansas City Life Insurance Co
54502,"Kinder Morgan Kansas, Inc."
54381,Kaman Corp
54496,Kansas Gas & Electric Co /Ks/
54727,Sunamerica Inc
54681,Kii Liquidating Inc.
51548,International Speedway Corp
54883,"Keane, Inc."
54991,Keithley Instruments Inc
54507,"Evergy Kansas Central, Inc."
55080,Kellwood Co
55234,"Global Asset Management Group, Inc."
54480,Kansas City Southern
55362,Investors Heritage Capital Corp
55373,Kentucky Power Co
55387,Kentucky Utilities Co
55393,Kenwin Shops Inc
55454,"Kerr Group, Llc"
55135,Kelly Services Inc
55458,Kerr Mcgee Chemical Worldwide Llc
55242,Kennametal Inc
55642,Keystone International Inc
55604,Keystone Consolidated Industries Inc
55698,First Years Inc
55067,Kellanova
55742,Killearn Properties Inc
55529,Kewaunee Scientific Corp /De/
55805,North American Galvanizing & Coatings Inc
55820,Enstar Group Inc
56151,Kit Manufacturing Co
56252,Kleinerts Inc /Pa/
56362,Knape & Vogt Manufacturing Co
56396,Knickerbocker Village Inc
55772,Kimball International Inc
55785,Kimberly Clark Corp
56583,Kollmorgen Corp
56806,Kreisler Manufacturing Corp
56047,Kirby Corp
56701,Koss Corp
56824,Kmart Corp
56868,Primeenergy Resources Corp
56955,Kuhlman Corp
56871,Rymer Foods Inc
56679,Korn Ferry
57139,Labarge Inc
57055,K-V Pharmaceutical Co
57183,Spire Missouri Inc
57201,Quentra Networks Inc
57538,Lancer Orthodontics Inc /Ca/
56978,Kulicke & Soffa Industries Inc
57187,Laclede Steel Co /De/
57515,Marzetti Co
57131,La-Z-Boy Inc
58091,Lawter International Inc
58151,Lcs Industries Inc
57497,Lamson & Sessions Co
58172,Learonal Inc
58204,Leadville Corp
56873,Kroger Co
57528,"Snyder'S-Lance, Inc."
58411,"Lee Pharmaceuticals, Inc."
57725,Lannett Co Inc
58592,4Licensing Corp
58696,Lennar Corp
58526,First Medical Group Inc
58636,Enote Com Inc
58361,"Lee Enterprises, Inc"
58822,Lescarden Inc
58997,Levitz Furniture Corp /Fl/
59229,Liberty Corp
59198,Aeroquip-Vickers Inc
59240,Liberty Homes Inc
59401,Life Sciences Inc
59399,Life Resources Inc
59479,Lilly Industries Inc
59544,"China Display Technologies, Inc."
59255,Valhi Inc /De/
59584,Aliant Communications Co
59591,Lindal Cedar Homes Inc /De/
59440,Vector Group Ltd
59593,Lindberg Corp /De/
59684,United Leisure Corp
59527,Lincoln Electric Holdings Inc
59860,Goldrich Mining Co
59880,Litton Industries Inc
59870,Littlefield Adams & Co
60064,Loehmanns Inc
59963,Distinctive Devices Inc
60128,Logimetrics Inc
59478,Eli Lilly & Co
59558,Lincoln National Corp
60251,Long Island Lighting Co
60150,Siena Holdings Inc
60195,Lone Star Industries Inc
60302,Longview Fibre Co
60394,Lorelei Corp
60512,Louisiana Land & Exploration Co
58492,Leggett & Platt Inc
60549,Louisville Gas & Electric Co /Ky/
60653,Colonial Gas Co
60527,"Entergy Louisiana Holdings, Inc"
60731,Ltv Corp
60519,Louisiana-Pacific Corp
60086,Loews Corp
60849,Lufkin Industries Inc
60860,Lukens Inc
60667,Lowes Companies Inc
60876,Cybex International Inc
60911,Advanced Technical Products Inc
60714,"Lsb Industries, Inc."
61113,Mafco Worldwide Corp
60751,Lubrizol Corp
61138,Macdermid Inc
61339,Madison Gas & Electric Co
61442,Ascent Media Group Inc
61478,Adc Telecommunications Inc
60977,Lydall Inc /De/
61494,Arrow Magnolia International Inc
61004,Lgl Group Inc
61500,"Fuda Faucet Works, Inc."
61666,Major Realty Corp
61611,Maine Public Service Co
61796,Mammoth Mining Co
61398,Tellurian Inc. /De/
62142,Mapco Inc
62262,Summa Industries/
62348,Hsbc Usa Inc
62362,Marine Petroleum Trust
62418,Mark Iv Industries Inc
62465,Market Facts Inc
62600,Upward Technology Corp
62675,Marquette Medical Systems Inc
61986,Manitowoc Co Inc
62737,Marsh Supermarkets Inc
62234,Marcus Corp
62765,Marshall Industries
63073,Massachusetts Electric Co
63118,Lucasvarity Inc
62709,"Marsh & Mclennan Companies, Inc."
63416,May Department Stores Co
62741,Marshall & Ilsley Corp/Wi/
63528,Maynard Oil Co
62996,Masco Corp /De/
63541,Maytag Corp
63686,Mcclain Industries Inc
63276,Mattel Inc /De/
63296,Matthews International Corp
63330,Maui Land & Pineapple Co Inc
63959,Mcfarland Energy Inc
63917,Mcdonnell Douglas Corp
63814,Maxxam Inc
64079,Mci Communications Corp
64247,Morton Industrial Group Inc
64309,Mcneil Pacific Investors Fund 1972
64394,Mead Corp
64472,Gencor Industries Inc
64040,S&P Global Inc.
64500,Sklar Corp
64513,Medex Inc
64279,Mcmoran Exploration Co /De/
63754,Mccormick & Co Inc
64578,Compex Technologies Inc
64605,Designer & Decorator House Inc /
63908,Mcdonalds Corp
64463,"Soluna Holdings, Inc"
64647,"Sensivida Medical Technologies, Inc."
64674,Medusa Corp
64708,Megatech Corp
64892,Mentor Corp /Mn/
64907,Mercantile Bancorporation Inc
64908,Mercantile Bankshares Corp
64923,Mercantile Stores Co Inc
64996,Mercury General Corp
64670,Medtronic Inc
64782,Mellon Financial Corp
64803,Cvs Health Corp
65031,Cox Technologies Inc
65172,Mesabi Trust
65195,Mestek Inc
64978,Merck Sharp & Dohme Llc
65201,Met Pro Corp
65202,Antares Resources Corp
65011,"Hawkeye Acquisition, Inc."
65224,Huntmountain Resources
65231,Bria Communications Corp
65312,"Evi Industries, Inc."
65350,Metropolitan Edison Co
65297,Ballys Grand Inc /De/
65384,Metropolitan Mortgage & Securities Co Inc
65358,United Capital Corp /De/
65596,Siebert Financial Corp
65622,Michigan Bell Telephone Co
65632,Michigan Consolidated Gas Co /Mi/
65637,Michigan Financial Corp
65666,Michigan Rivet Corp
65695,Anr Pipeline Co
65270,Methode Electronics Inc
65743,Microdyne Corp
65759,Micropac Industries Inc
65745,Amati Communications Corp
65781,Microwave Power Devices Inc
65901,Mid Plains Inc
65873,Alltel Corp
65914,Mid State Raceway Inc
65905,Crowell & Co Inc /Ga/
66025,Midland Co
65770,"Microvision, Inc."
66029,Midland Enterprises Inc /De/
66270,Milgray Electronics Inc
66388,Miller Industries Inc
65100,"Merrill Lynch & Co., Inc."
66418,Mexco Energy Corp
66496,Mills Music Trust
66479,Millipore Corp /Ma
66004,Middlesex Water Co
66544,Milastar Corp
66382,"Millerknoll, Inc."
66649,Mines Management Inc
66600,"Quad M Solutions, Inc."
65984,Entergy Corp /De/
66810,Tone Products Inc
66849,Southern Investors Service Co Inc
66895,Mississippi Chemical Corp /Ms/
66570,Msa Safety Inc
66901,"Entergy Mississippi, Llc"
66904,Mississippi Power Co
66960,Aquila  Inc
66756,Allete Inc
66965,Mrl Inc
67182,Mobil Corp
67199,Fortune Financial Inc
67212,Mobile Gas Service Corp
67251,Mod U Kraf Homes Inc
67279,Mocon Inc
66740,3M Co
67383,Micro General Corp
67494,Pierre Foods Inc
67517,Monarch Cement Co
67532,Genesis Worldwide Inc
67618,Monmouth Capital Corp
67215,Dycom Industries Inc
67646,Monongahela Power Co /Oh/
67347,Modine Manufacturing Co
67686,Pharmacia Corp /De/
67472,Molex Inc
67715,M Corp
67727,Montana Power Co /Mt/
67903,Sungroup Inc
67975,Moore Products Co
67931,Moore Wallace Inc
67625,Monmouth Real Estate Investment Corp
68145,Morgans Foods Inc
67716,Mdu Resources Group Inc
68330,Mgi Properties Liquidating Trust
67887,Moog Inc.
68361,Morton International Inc
68366,Cordant Technologies Inc
68412,Mosinee Paper Corp
68480,Preserver Group Inc
68100,Morgan J P & Co Inc
68270,Ruby Tuesday Inc
68589,Questar Gas Co
68619,Fourthstage Technologies Inc
68622,Qwest Corp
68726,Mueller Paul Co
69067,Premiumwear Inc
69280,First Mutual Inc
69422,Intergroup Corp
68505,"Motorola Solutions, Inc."
69526,Nabisco Inc
69598,Nalco Chemical Co
68709,Mts Systems Corp
69633,"Napco Security Technologies, Inc"
69623,Comprehensive Healthcare Solutions Inc
69659,Narragansett Electric Co
69671,Nash Finch Co
69488,Myers Industries Inc
69680,Nashua Corp
69499,Mylan Inc.
69834,National Bancshares Corp Of Texas
69733,"Nathans Famous, Inc."
69891,National Beverage Corp
69952,Corestates Financial Corp
69960,Nch Corp
69968,National City Bancorporation
69999,National Computer Systems Inc
70033,Ndchealth Corp
70040,First Chicago Nbd Corp
70202,Empire Gold Inc
70262,Andal Corp
70333,National Micronetics Inc
70412,E4L Inc
69970,National City Corp
70453,National Properties Corp
70530,National Semiconductor Corp
70318,Tenet Healthcare Corp
70538,National Service Industries Inc
70564,National Standard Co
70578,National Steel Corp
70668,Nui Corp
70415,Gp Strategies Corp
70487,National Research Corp
70684,National Western Life Insurance Co
70145,National Fuel Gas Co
70816,Navarre 500 Building Associates
70855,Ncc Industries Inc
70793,Nbty Inc
71023,Thomas Nelson Inc
71106,Networks Electronic Corp
71180,Nevada Power Co
71222,Commonwealth Electric Co
71304,Commonwealth Energy System
71297,National Grid Usa
71241,New Brunswick Scientific Co Inc
70866,Ncr Voyix Corp
71344,Verizon New England Inc
71337,New England Power Co
71391,Orbit E Commerce Inc
71428,Verizon New Jersey Inc
71478,Lipid Sciences Inc/
71508,"Entergy New Orleans, Llc"
71519,New Plan Realty Trust
71525,Blair Corp
71528,Commodore Environmental Services Inc /De/
71557,"Nuvera Communications, Inc."
71675,New York State Electric & Gas Corp
71689,Verizon New York Inc
71745,Newcor Inc
71824,Newmont Usa Ltd
71978,J C Nichols Co
71932,Niagara Mohawk Power Corp /Ny/
71985,Pharmhouse Corp
71691,New York Times Co
72162,Nl Industries Inc
72170,Inergetics Inc
71829,Npk International Inc.
72176,Nml Variable Annuity Account B
72205,Nobility Homes Inc
72243,Noland Co
70502,National Rural Utilities Cooperative Finance Corp /Dc/
72020,Nicor Inc
72316,Nord Resources Corp
72423,Nortek Holdings Inc
72418,Norstan Inc
72207,Noble Energy Inc
72575,Nai Technologies Inc
72596,North Carolina Natural Gas Corp
72655,North Lily Mining Co
72633,North European Oil Royalty Trust
72444,"Vaxart, Inc."
72843,Northern Indiana Public Service Co
72573,Movado Group Inc
72859,Enron Corp
72331,Nordson Corp
72333,Nordstrom Inc
72909,Northern States Power Co /Wi/
72741,Eversource Energy
72945,Northrop Grumman Systems Corp
73048,Broadview Institute Inc
73076,Northwestern Mutual Life Insurance Co
73093,Northwestern Steel & Wire Co
72911,Nortel Networks Corp
73290,Biomerica Inc
73020,Northwest Natural Gas Co
73296,Nuclear Research Corp
72903,Xcel Energy Inc
73313,Capsure Holdings Corp
73354,Nursecare Health Centers Inc
73568,Oak Industries Inc
73605,Oakridge Holdings Inc
73609,Reorganized Sale Okwd Inc
73088,Northwestern Corp
73309,Nucor Corp
73759,Oceanic Exploration Co
73773,Oi Corp
73124,Northern Trust Corp
73779,Horizons Holdings International Corp
73822,Strategic Distribution Inc
73864,Oea Inc /De/
73756,Oceaneering International Inc
73902,Covanta Energy Corp
73918,On Marine Services Co
73942,Ohio Art Co
73945,Ohio Bell Telephone Co
73952,Ohio Casualty Corp
73960,Ohio Edison Co
73986,Ohio Power Co
73887,Bristow Group Inc
74091,Tosco Corp
74058,Oilgear Co
74145,Oklahoma Gas & Electric Co
74154,Oneok Inc
74273,Old Stone Corp
74046,Oil-Dri Corp Of America
74386,Olsten Corp
74454,Cec Properties Inc
74585,Oneida Ltd
74208,"Udr, Inc."
74688,Opt Sciences Corp
74260,Old Republic International Corp
74691,Moore Medical Corp
74303,Olin Corp
74697,Optical Coating Laboratory Inc
74778,Orange & Rockland Utilities Inc
74783,Acceptance Insurance Companies Inc
74818,Orbit International Corp
74925,Original Sixteen To One Mine Inc /Ca/
74856,Oregon Metallurgical Corp
74928,Oriole Homes Corp
74931,Orion Capital Corp
72971,Wells Fargo & Company/Mn
75042,Oshkosh B Gosh Inc
75043,Oshmans Sporting Goods Inc
75072,Osullivan Corp
75049,Osmonics Inc
75053,Eweb21 Corp
75129,Otter Tail Corp
75149,Outboard Marine Corp
75234,"Owens Corning Sales, Llc"
75439,"Medite Cancer Diagnostics, Inc."
75340,P&F Industries Inc
75448,Nstor Technologies Inc
75208,Overseas Shipholding Group Inc
75491,Gas Transmission Northwest Corp
75288,Oxford Industries Inc
75527,Pacific Enterprises Inc
75608,Pacific Scientific Co
75594,Pacificorp /Or/
75488,Pacific Gas & Electric Co
75641,Pacific Bell
75644,Zemex Corp
75252,Accendra Health Inc/Va/
70858,Bank Of America Corp /De/
75679,"Gci, Llc"
75362,Paccar Inc
75659,Mercer International Inc
75681,Paxar Corp
75754,Paine Webber Group Inc
75929,Panchos Mexican Buffet Inc /De
75894,Palmetto Real Estate Trust
76149,Paradise Inc
75677,Packaging Corp Of America
76174,Paradyne Networks Inc
76094,Levcor International Inc
76267,Park Aerospace Corp
76063,"Panhandle Eastern Pipe Line Company, Lp"
75829,Pall Corp
76286,Park Premier Mining Co
76348,"China Ruitai International Holdings Co., Ltd."
76696,Hondo Oil & Gas Co
76744,Payless Cashways Inc
76741,Osi Support Services Inc
76282,Park Ohio Holdings Corp
76791,"Portrait Corp Of America, Inc."
76878,Republic Resources Inc /Co/
76321,Parker Drilling Co /De/
76888,Pec Israel Economic Corp
76954,Peerless Manufacturing Co
76958,Peerless Tube Co
77106,Penn Engineering & Manufacturing Corp
77098,American Premier Underwriters Inc
77140,Penn Pacific Corp
76605,Patrick Industries Inc
77155,Penn Traffic Co
76334,Parker-Hannifin Corp
77193,Penney J C Funding Corp
77227,Pennsylvania Electric Co
77182,J C Penney Corp Inc
77231,Pennsylvania Enterprises Inc
77242,Pg Energy Inc
77278,Pennsylvania Power Co
77320,Pennzenergy Co
77159,"Baytex Energy Usa, Inc."
77326,Penobscot Shoe Co
77328,Penril Datacomm Networks Inc
77388,Peoples Gas Light & Coke Co
77371,Peoples Bancshares Inc
77385,Peoples Energy Corp
77281,Pennsylvania Real Estate Investment Trust
77597,Spartech Corp
77864,"Caddo International, Inc."
77808,Petrie Stores Liquidating Trust
77449,Pep Boys Manny Moe & Jack
77543,Tutor Perini Corp
77551,Applied Biosystems Inc.
77943,Petrolite Corp
77360,Pentair Plc
77952,Petrominerals Corp
77776,Phh Corp
78066,Phelps Dodge Corp
77877,"Pdc Energy, Inc."
77476,Pepsico Inc
78100,Peco Energy Co
78214,Conocophillips Co
78311,Sooum Corp.
78384,Mac Frugals Bargains Close Outs Inc
78536,Rewards Network Inc
78716,Pioneer Hi Bred International Inc
78666,Pinkertons Inc
78128,"Essential Utilities, Inc."
78239,Pvh Corp. /De/
78778,Us Bancorp Investments Inc
78460,Piedmont Natural Gas Co Inc
78838,Pittsburgh & West Virginia Railroad
78853,Pitt Des Moines Inc
78966,Maxco Inc
78749,Agilysys Inc
79090,Platronics Inc
79114,Playboy Enterprises International Inc
78814,Pitney Bowes Inc /De/
78003,Pfizer Inc
79166,Plenum Publishing Corp
79179,Capstone Series Fund Inc
79209,Ply Gem Industries Inc
79225,Plymouth Rubber Co Inc
79259,Value Property Trust
79401,"Poly Seal, Llc"
79326,Primary Pdc Inc
79424,Polymer Research Corp Of America
79564,Porta Systems Corp
79570,Portec Inc
78890,Brinks Co
79636,Portland General Corp /Or
79661,Portsmouth Square Inc
79677,Possis Medical Inc
79282,"Brown & Brown, Inc."
79731,Potomac Edison Co
79716,Potlatch Corp (Old)
79732,Potomac Electric Power Co
79829,Power Designs Inc
79839,Esco Transportation Co
79849,Getty Properties Corp /De/
80124,Presidential Life Corp
80172,National Presto Industries Inc
80163,Prestige Capital Corp
80285,Computervision Corp /De/
80293,Prime Hospitality Corp
80035,Preformed Line Products Co
80324,Princeton American Corp
79958,Precision Castparts Corp
80397,Arnold Palmer Golf Co
80327,Lifestyle Innovations Inc
80418,Westbrae Natural Inc /De/
80693,Proler International Corp
80718,Property Capital Trust
80812,Providence Gas Co
80737,Archstone
80968,Psi Industries Inc
80420,Powell Industries Inc
79879,Ppg Industries Inc
80984,Pubco Corp
81018,Public Service Co Of Colorado
81023,Public Service Co Of New Mexico
81025,Public Service Co Of North Carolina Inc
81020,"Duke Energy Indiana, Llc"
81027,Public Service Co Of Oklahoma
81050,Chazak Value Corp.
81033,Public Service Electric & Gas Co
81057,Cable Car Beverage Corp
